,Open,High,Low,Close,Adj Close,Volume,Date,Company
0,27.24,27.24,25.629999,26.209999,25.886648,469600.0,2021-07-06,CAL
1,26.15,26.25,24.93,25.18,24.869358,441700.0,2021-07-07,CAL
2,24.26,25.41,23.66,24.860001,24.553307,410700.0,2021-07-08,CAL
3,25.450001,26.49,25.200001,26.379999,26.054552,349100.0,2021-07-09,CAL
4,25.99,26.780001,25.709999,26.459999,26.133566,265500.0,2021-07-12,CAL
5,26.110001,26.18,25.280001,25.469999,25.155779,251100.0,2021-07-13,CAL
6,25.790001,26.370001,24.940001,25.040001,24.731083,391300.0,2021-07-14,CAL
7,24.709999,24.809999,23.9,24.110001,23.812557,472200.0,2021-07-15,CAL
8,24.629999,24.879999,22.799999,22.940001,22.65699,750300.0,2021-07-16,CAL
9,21.809999,23.35,21.540001,22.389999,22.113777,720800.0,2021-07-19,CAL
10,22.440001,23.92,22.190001,23.690001,23.397739,535000.0,2021-07-20,CAL
11,24.02,25.389999,23.99,24.91,24.60269,353100.0,2021-07-21,CAL
12,24.940001,24.940001,23.780001,24.25,23.95083,279800.0,2021-07-22,CAL
13,24.74,24.969999,24.07,24.75,24.444662,400200.0,2021-07-23,CAL
14,24.76,25.49,24.629999,25.200001,24.889111,309000.0,2021-07-26,CAL
15,24.860001,25.200001,23.57,24.290001,23.990339,453500.0,2021-07-27,CAL
16,24.58,25.26,24.0,24.440001,24.138487,303800.0,2021-07-28,CAL
17,24.790001,25.200001,24.469999,24.76,24.454538,246400.0,2021-07-29,CAL
18,24.57,25.610001,24.299999,24.74,24.434786,302400.0,2021-07-30,CAL
19,24.950001,25.709999,24.639999,24.76,24.454538,306100.0,2021-08-02,CAL
20,25.030001,25.27,23.67,25.18,24.869358,362100.0,2021-08-03,CAL
21,24.59,24.799999,22.66,22.709999,22.429829,665000.0,2021-08-04,CAL
22,22.950001,24.23,22.75,23.52,23.229836,451500.0,2021-08-05,CAL
23,23.92,24.42,23.620001,23.92,23.624901,302800.0,2021-08-06,CAL
24,23.700001,23.700001,22.65,23.1,22.815018,639300.0,2021-08-09,CAL
25,23.08,24.719999,22.870001,24.360001,24.059473,498600.0,2021-08-10,CAL
26,24.18,24.35,23.26,24.059999,23.763174,328800.0,2021-08-11,CAL
27,23.870001,24.42,23.459999,23.92,23.624901,316400.0,2021-08-12,CAL
28,23.620001,24.049999,23.200001,23.530001,23.239712,447000.0,2021-08-13,CAL
29,23.139999,23.969999,22.809999,23.620001,23.328604,266300.0,2021-08-16,CAL
30,22.99,23.370001,22.379999,23.0,22.716251,364500.0,2021-08-17,CAL
31,22.940001,24.26,22.75,23.65,23.358232,407100.0,2021-08-18,CAL
32,23.129999,24.08,23.129999,23.57,23.279219,303800.0,2021-08-19,CAL
33,23.65,24.34,23.209999,23.85,23.555767,505100.0,2021-08-20,CAL
34,24.41,24.77,23.559999,23.719999,23.427366,459000.0,2021-08-23,CAL
35,23.83,25.32,23.83,24.93,24.62244,509900.0,2021-08-24,CAL
36,24.99,25.32,24.379999,24.6,24.296513,329200.0,2021-08-25,CAL
37,24.120001,24.59,23.23,23.75,23.456999,326400.0,2021-08-26,CAL
38,23.9,24.889999,23.719999,24.780001,24.474291,293100.0,2021-08-27,CAL
39,25.0,25.379999,24.469999,24.860001,24.553307,466100.0,2021-08-30,CAL
40,24.969999,25.110001,23.49,24.59,24.286636,1050700.0,2021-08-31,CAL
41,26.5,26.5,24.25,25.620001,25.303928,1846300.0,2021-09-01,CAL
42,25.85,25.85,24.41,25.059999,24.750839,663000.0,2021-09-02,CAL
43,24.73,25.23,24.0,24.26,23.960705,736100.0,2021-09-03,CAL
44,24.690001,25.360001,23.58,23.620001,23.328604,689400.0,2021-09-07,CAL
45,23.389999,23.77,22.1,22.5,22.222422,963900.0,2021-09-08,CAL
46,22.549999,23.440001,22.299999,23.190001,22.975386,552500.0,2021-09-09,CAL
47,23.42,23.57,22.59,22.639999,22.430477,397600.0,2021-09-10,CAL
48,22.790001,22.82,21.83,22.219999,22.014362,589600.0,2021-09-13,CAL
49,22.25,22.25,21.57,21.719999,21.51899,379300.0,2021-09-14,CAL
50,21.59,22.360001,21.59,22.35,22.14316,439100.0,2021-09-15,CAL
51,22.219999,22.66,22.09,22.25,22.044086,386400.0,2021-09-16,CAL
52,22.34,22.879999,21.91,22.25,22.044086,1142100.0,2021-09-17,CAL
53,21.42,22.32,21.209999,22.26,22.053993,611500.0,2021-09-20,CAL
54,22.549999,23.08,22.15,22.860001,22.648441,467000.0,2021-09-21,CAL
55,23.1,24.200001,22.85,24.059999,23.837336,634900.0,2021-09-22,CAL
56,24.34,24.98,24.23,24.42,24.194004,483800.0,2021-09-23,CAL
57,24.02,24.42,23.200001,23.32,23.104183,685000.0,2021-09-24,CAL
58,23.540001,24.870001,23.43,24.469999,24.243542,520900.0,2021-09-27,CAL
59,24.35,24.870001,23.879999,24.190001,23.966131,424300.0,2021-09-28,CAL
60,24.5,24.59,23.98,24.530001,24.302986,360100.0,2021-09-29,CAL
61,24.290001,24.290001,22.190001,22.219999,22.014362,918500.0,2021-09-30,CAL
62,22.379999,23.049999,21.93,22.82,22.60881,624600.0,2021-10-01,CAL
63,22.620001,23.35,22.43,23.0,22.787144,307100.0,2021-10-04,CAL
64,22.959999,23.549999,22.65,22.76,22.549368,372700.0,2021-10-05,CAL
65,22.4,22.67,21.639999,21.879999,21.677509,450900.0,2021-10-06,CAL
66,22.32,22.84,22.280001,22.48,22.271955,308400.0,2021-10-07,CAL
67,22.459999,22.459999,21.65,21.879999,21.677509,369400.0,2021-10-08,CAL
68,22.139999,22.68,21.85,21.879999,21.677509,544700.0,2021-10-11,CAL
69,22.0,22.58,21.799999,22.540001,22.331402,436800.0,2021-10-12,CAL
70,22.67,22.690001,21.92,22.34,22.133253,335500.0,2021-10-13,CAL
71,22.74,23.049999,22.370001,22.91,22.697979,322000.0,2021-10-14,CAL
72,23.51,23.719999,22.139999,22.15,21.945011,345100.0,2021-10-15,CAL
73,22.059999,22.959999,21.790001,22.92,22.707886,332400.0,2021-10-18,CAL
74,23.01,23.24,22.530001,22.889999,22.678164,425600.0,2021-10-19,CAL
75,22.889999,23.32,22.440001,22.49,22.281866,272000.0,2021-10-20,CAL
76,22.709999,23.68,22.5,23.290001,23.074463,274400.0,2021-10-21,CAL
77,23.15,23.35,22.85,23.110001,22.896128,180200.0,2021-10-22,CAL
78,23.15,23.82,23.15,23.74,23.520298,361900.0,2021-10-25,CAL
79,23.77,23.809999,23.040001,23.049999,22.836681,316300.0,2021-10-26,CAL
80,23.02,23.02,22.450001,22.52,22.311588,370200.0,2021-10-27,CAL
